"Status","Year","Region_ITL1","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Declared non-disabled","60","60","33310","31990"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Declared non-disabled","80","80","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Declared non-disabled","100","100","26530","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Declared non-disabled","120","120","34640","34090"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","AA/AO","Declared non-disabled","100","100","20470","20970"
"Leaver Dept.","2022","East Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","EO","Declared non-disabled","120","110","25830","27570"
"Leaver Dept.","2022","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SEO/HEO","Declared non-disabled","150","140","34290","33840"
"Leaver Dept.","2022","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","AA/AO","Declared non-disabled","90","80","21610","21820"
"Leaver Dept.","2022","East of England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","EO","Declared non-disabled","120","120","26700","26760"
"Leaver Dept.","2022","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","EO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","G6/G7","Declared non-disabled","50","50","56970","53730"
"Leaver Dept.","2022","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SEO/HEO","Declared non-disabled","150","140","35670","36330"
"Leaver Dept.","2022","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","SEO/HEO","Unknown","60","50","36440","36330"
"Leaver Dept.","2022","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","Declared non-disabled","300","250","23680","23780"
"Leaver Dept.","2022","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","AA/AO","Unknown","140","130","22680","22680"
"Leaver Dept.","2022","London","EO","Declared disabled","150","140","28840","28670"
"Leaver Dept.","2022","London","EO","Declared non-disabled","1030","980","28570","28170"
"Leaver Dept.","2022","London","EO","Undeclared","60","60","28890","28330"
"Leaver Dept.","2022","London","EO","Unknown","380","260","28600","28170"
"Leaver Dept.","2022","London","G6/G7","Declared disabled","190","160","57940","56340"
"Leaver Dept.","2022","London","G6/G7","Declared non-disabled","1710","1580","58930","55930"
"Leaver Dept.","2022","London","G6/G7","Undeclared","80","70","59230","54890"
"Leaver Dept.","2022","London","G6/G7","Unknown","950","650","58830","55130"
"Leaver Dept.","2022","London","SCS","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","London","SCS","Declared non-disabled","330","290","92350","88530"
"Leaver Dept.","2022","London","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","SCS","Unknown","180","110","105100","98870"
"Leaver Dept.","2022","London","SEO/HEO","Declared disabled","300","280","37200","36650"
"Leaver Dept.","2022","London","SEO/HEO","Declared non-disabled","2590","2430","36940","36330"
"Leaver Dept.","2022","London","SEO/HEO","Undeclared","170","170","37790","37370"
"Leaver Dept.","2022","London","SEO/HEO","Unknown","1470","1160","35710","34550"
"Leaver Dept.","2022","London","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","90","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","AA/AO","Declared non-disabled","230","220","21220","21260"
"Leaver Dept.","2022","North East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","AA/AO","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","North East (England)","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","EO","Declared non-disabled","180","180","26930","27570"
"Leaver Dept.","2022","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","EO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","G6/G7","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Declared non-disabled","170","160","34370","33690"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","AA/AO","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","AA/AO","Declared non-disabled","330","320","20960","21260"
"Leaver Dept.","2022","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","AA/AO","Unknown","110","110","20760","20730"
"Leaver Dept.","2022","North West (England)","EO","Declared disabled","70","70","26700","27570"
"Leaver Dept.","2022","North West (England)","EO","Declared non-disabled","490","480","26110","26670"
"Leaver Dept.","2022","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","EO","Unknown","100","100","26580","27220"
"Leaver Dept.","2022","North West (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","G6/G7","Declared non-disabled","140","140","56500","53840"
"Leaver Dept.","2022","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","G6/G7","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Declared disabled","80","70","34070","32670"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Declared non-disabled","350","340","34890","35310"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","SEO/HEO","Unknown","140","130","34390","34530"
"Leaver Dept.","2022","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","AA/AO","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","AA/AO","Declared non-disabled","260","250","21550","21260"
"Leaver Dept.","2022","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","AA/AO","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2022","Scotland","EO","Declared disabled","60","50","26900","27570"
"Leaver Dept.","2022","Scotland","EO","Declared non-disabled","370","360","26880","27570"
"Leaver Dept.","2022","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","EO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
