"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Operational Delivery","Department for Transport","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Unknown","320","260","21110","21840"
"Leaver CS","2022","Operational Delivery","Department for Transport","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Angus and Dundee City","60","50","23190","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Barking & Dagenham and Havering","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Barnet","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","60","50","25970","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Berkshire","50","50","29150","29290"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bexley and Greenwich","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Birmingham","120","100","28140","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Blackpool","270","240","22960","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bradford","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Brent","50","50","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bristol, City of","60","50","25360","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Calderdale and Kirklees","60","50","27850","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Cambridgeshire CC","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Cardiff and Vale of Glamorgan","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Central Valleys","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Cheshire West and Chester","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","City of Edinburgh","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Clackmannanshire and Fife","60","50","23930","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Cornwall and Isles of Scilly","70","60","24260","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Croydon","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Derby","60","50","25250","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Devon CC","100","80","24240","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Dudley","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Durham","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Ealing","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Kent","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Merseyside","30","20","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","East Sussex CC","110","100","23710","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Essex Haven Gateway","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Essex Thames Gateway","60","50","26940","25110"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Falkirk","60","50","22560","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Flintshire and Wrexham","50","40","23610","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Glasgow City","150","130","25240","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Gloucestershire CC","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Greater Manchester North East","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Greater Manchester North West","80","70","24270","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Greater Manchester South East","80","70","23740","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Hackney and Newham","60","50","30320","31060"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Haringey and Islington","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Harrow and Hillingdon","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Hertfordshire CC","60","50","29620","29290"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Hounslow and Richmond upon Thames","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Kingston upon Hull, City of","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Lambeth","60","50","30300","31060"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Leeds","120","110","26560","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Leicester","70","60","24620","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Lewisham and Southwark","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Lincolnshire CC","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Liverpool","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Manchester","90","80","25460","27570"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Mid Lancashire","100","70","22830","21260"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Work and Pensions","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
