"Status","Year","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Ministry of Defence","100","100","35240","32820"
"Leaver Dept.","2021","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","1370","1350","39670","32320"
"Leaver Dept.","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","190","190","45130","42460"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","1350","1300","30090","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","180","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","250","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","1620","1570","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","280","250","34110","28790"
"Leaver Dept.","2021","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","100","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","260","100","47680","46000"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","120","120","35240","33500"
"Leaver Dept.","2022","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","210","100","43530","39180"
"Leaver Dept.","2022","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","80","70","28510","27570"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Education","70","70","44910","45540"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Department for Work and Pensions","120","110","41510","36650"
"Leaver Dept.","2022","Digital, Data and Technology","Department of Health and Social Care","260","160","44040","38990"
"Leaver Dept.","2022","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
