"Status","Year","Function_of_post","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","No function","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","UK Hydrographic Office","70","70","25820","20420"
"New entrant CS","2022","No function","Geography","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","160","160","58620","51360"
"New entrant CS","2022","No function","Intelligence Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","Department for International Trade","200","200","36820","31800"
"New entrant CS","2022","No function","International Trade","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Public Health England","50","40","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","HM Courts and Tribunals Service","110","110","32910","30450"
"New entrant CS","2022","No function","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicine","UK Health Security Agency","50","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Animal and Plant Health Agency","330","320","25100","24920"
"New entrant CS","2022","No function","Operational Delivery","Charity Commission","50","50","24130","24440"
"New entrant CS","2022","No function","Operational Delivery","Companies House","70","70","20650","20100"
"New entrant CS","2022","No function","Operational Delivery","Criminal Injuries Compensation Authority","40","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Crown Commercial Service","40","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Crown Office and Procurator Fiscal Service","310","300","23040","21050"
"New entrant CS","2022","No function","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","37060","33570"
"New entrant CS","2022","No function","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","31320","30190"
"New entrant CS","2022","No function","Operational Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Department for Work and Pensions (excl. agencies)","6780","6620","25400","27570"
"New entrant CS","2022","No function","Operational Delivery","Department of Health and Social Care (excl. agencies)","130","100","38830","30880"
"New entrant CS","2022","No function","Operational Delivery","Driver and Vehicle Licensing Agency","560","520","20530","21840"
"New entrant CS","2022","No function","Operational Delivery","Driver and Vehicle Standards Agency","530","510","25510","26130"
"New entrant CS","2022","No function","Operational Delivery","Education and Skills Funding Agency","60","60","30930","29360"
"New entrant CS","2022","No function","Operational Delivery","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Health and Safety Executive","150","150","35350","31660"
"New entrant CS","2022","No function","Operational Delivery","HM Courts and Tribunals Service","1660","1600","22570","20970"
"New entrant CS","2022","No function","Operational Delivery","HM Land Registry","340","330","24610","22600"
"New entrant CS","2022","No function","Operational Delivery","HM Prison and Probation Service","14740","14010","26950","24800"
"New entrant CS","2022","No function","Operational Delivery","HM Revenue and Customs (excl. agencies)","1920","1860","23150","21250"
"New entrant CS","2022","No function","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Intellectual Property Office","110","100","22910","21810"
"New entrant CS","2022","No function","Operational Delivery","Legal Aid Agency","80","80","21540","20970"
"New entrant CS","2022","No function","Operational Delivery","Maritime and Coastguard Agency","130","130","29760","26840"
"New entrant CS","2022","No function","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Ministry of Justice (excl. agencies)","170","170","31660","28310"
"New entrant CS","2022","No function","Operational Delivery","National Crime Agency","420","410","36100","34140"
"New entrant CS","2022","No function","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Office of Gas and Electricity Markets","80","80","26110","24900"
"New entrant CS","2022","No function","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Office of the Public Guardian","210","200","22050","20970"
"New entrant CS","2022","No function","Operational Delivery","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Public Health England","140","120","37160","32330"
"New entrant CS","2022","No function","Operational Delivery","Registers of Scotland","50","50","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Scottish Courts and Tribunals Service","260","250","22160","22000"
"New entrant CS","2022","No function","Operational Delivery","Scottish Prison Service","320","310","22370","21640"
"New entrant CS","2022","No function","Operational Delivery","The Insolvency Service","40","40","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","The National Archives","30","30","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","UK Health Security Agency","1390","1290","36350","32330"
"New entrant CS","2022","No function","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","UK Statistics Authority","400","320","23620","19860"
"New entrant CS","2022","No function","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
