"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Unknown","Competition and Markets Authority","50","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Transport","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Foreign, Commonwealth and Development Office","110","110","43610","38600"
"In post","2021","Project Delivery","Unknown","HM Land Registry","70","70","36640","38550"
"In post","2021","Project Delivery","Unknown","HM Revenue and Customs","530","510","41720","38630"
"In post","2021","Project Delivery","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Home Office","90","90","42160","37450"
"In post","2021","Project Delivery","Unknown","Ministry of Defence","820","800","40890","39980"
"In post","2021","Project Delivery","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Ministry of Justice","60","60","40860","36800"
"In post","2021","Project Delivery","Unknown","National Crime Agency","50","50","45710","45480"
"In post","2021","Project Delivery","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","United Kingdom Statistics Authority","80","80","38490","36030"
"In post","2021","Project Delivery","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Education","50","50","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","HM Revenue and Customs","150","140","36250","32110"
"In post","2021","Property","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Ministry of Defence","230","220","32690","33300"
"In post","2021","Property","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Department for Education","400","390","52590","54400"
"In post","2021","Property","Declared non-disabled","Department for Environment, Food and Rural Affairs","260","250","38020","35900"
"In post","2021","Property","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Department for Transport","110","100","33290","31040"
"In post","2021","Property","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Foreign, Commonwealth and Development Office","370","370","42050","40490"
"In post","2021","Property","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","HM Revenue and Customs","1470","1360","37050","33250"
"In post","2021","Property","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Ministry of Defence","1820","1770","32670","33300"
"In post","2021","Property","Declared non-disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Ministry of Justice","160","160","38990","33580"
"In post","2021","Property","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Welsh Government","60","60","40330","37410"
"In post","2021","Property","Undeclared","Department for Education","30","30","[c]","[c]"
"In post","2021","Property","Undeclared","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Property","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","HM Revenue and Customs","220","200","37770","33250"
"In post","2021","Property","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Ministry of Defence","200","190","31960","33300"
"In post","2021","Property","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Department for Education","80","80","43830","49860"
"In post","2021","Property","Unknown","Department for Environment, Food and Rural Affairs","50","50","32170","29180"
"In post","2021","Property","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Property","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HM Revenue and Customs","390","370","33120","30000"
"In post","2021","Property","Unknown","Ministry of Defence","370","360","26600","18800"
"In post","2021","Property","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
