"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Transport Scotland","Scottish Government","40-49","150","150","51330","49860"
"In post","2022","Transport Scotland","Scottish Government","50-59","130","130","50730","47490"
"In post","2022","Transport Scotland","Scottish Government","60-64","40","30","[c]","[c]"
"In post","2022","Transport Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","50-59","30","30","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","20-29","110","110","36750","33180"
"In post","2022","UK Export Finance","UK Export Finance","30-39","110","100","54310","52050"
"In post","2022","UK Export Finance","UK Export Finance","40-49","130","130","58420","52860"
"In post","2022","UK Export Finance","UK Export Finance","50-59","110","110","59910","52300"
"In post","2022","UK Export Finance","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","20-29","1480","1410","30640","28590"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","30-39","1580","1480","40450","37470"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","40-49","1660","1550","47770","41990"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","50-59","1360","1270","50640","43840"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","60-64","370","330","54070","41880"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","65+","140","110","50610","40060"
"In post","2022","UK Hydrographic Office","Ministry of Defence","20-29","150","150","26770","26740"
"In post","2022","UK Hydrographic Office","Ministry of Defence","30-39","230","230","34970","33290"
"In post","2022","UK Hydrographic Office","Ministry of Defence","40-49","220","210","38870","33380"
"In post","2022","UK Hydrographic Office","Ministry of Defence","50-59","220","220","38220","33290"
"In post","2022","UK Hydrographic Office","Ministry of Defence","60-64","60","50","36440","33440"
"In post","2022","UK Hydrographic Office","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","20-29","50","50","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","30-39","110","110","44830","40220"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","40-49","50","50","50350","49100"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","50-59","40","40","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","UK Statistics Authority","20-29","1290","1260","30900","30710"
"In post","2022","UK Statistics Authority","UK Statistics Authority","30-39","1430","1330","36640","36840"
"In post","2022","UK Statistics Authority","UK Statistics Authority","40-49","1150","1060","38780","36840"
"In post","2022","UK Statistics Authority","UK Statistics Authority","50-59","1270","1090","33660","30210"
"In post","2022","UK Statistics Authority","UK Statistics Authority","60-64","470","350","26780","20350"
"In post","2022","UK Statistics Authority","UK Statistics Authority","65+","260","170","24410","20350"
"In post","2022","UK Supreme Court","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","20-29","640","630","28820","26030"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","30-39","700","660","34220","31900"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","40-49","820","770","35850","31900"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","50-59","1240","1180","37990","33380"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","60-64","350","290","35830","32890"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","65+","90","70","34050","30620"
"In post","2022","Vehicle Certification Agency","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","20-29","40","40","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","30-39","60","60","36760","35010"
"In post","2022","Vehicle Certification Agency","Department for Transport","40-49","40","40","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","50-59","40","40","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","30-39","40","40","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","40-49","50","50","44380","46550"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","50-59","50","50","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","20-29","50","50","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","30-39","60","50","49480","45900"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","40-49","100","90","61840","56100"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","50-59","50","50","62860","60000"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","20-29","550","540","28420","25860"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","30-39","1230","1180","38290","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","40-49","1770","1680","44620","40100"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","50-59","1720","1650","45680","41980"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","60-64","430","370","43720","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","65+","190","150","41300","38160"
"In post","2022","Welsh Revenue Authority","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
