"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Department for Work and Pensions (excl. agencies)","70","70","28330","27570"
"Leaver Dept.","2022","Female","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Public Health England","330","290","44240","38580"
"Leaver Dept.","2022","Female","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Defence Equipment and Support","160","150","33690","32660"
"Leaver Dept.","2022","Female","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Department for Work and Pensions (excl. agencies)","90","80","27470","27570"
"Leaver Dept.","2022","Female","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Public Health England","760","700","36240","30640"
"Leaver Dept.","2022","Female","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Cabinet Office (excl. agencies)","160","160","39330","32000"
"Leaver Dept.","2022","Female","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department of Health and Social Care (excl. agencies)","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Driver and Vehicle Licensing Agency","80","80","28210","26130"
"Leaver Dept.","2022","Female","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Department for Work and Pensions (excl. agencies)","100","90","27670","27570"
"Leaver Dept.","2022","Female","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","UK Statistics Authority","60","60","34330","30460"
"Leaver Dept.","2022","Female","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Department for Work and Pensions (excl. agencies)","170","160","27780","27570"
"Leaver Dept.","2022","Female","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","HM Courts and Tribunals Service","60","50","24380","20970"
"Leaver Dept.","2022","Female","West Midlands (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","West Midlands (England)","Home Office","30","30","[c]","[c]"
