"Status","Year","Profession_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Counter Fraud","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Westminster","70","50","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Croydon","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Devon CC","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","East Kent","[c]","[c]","[c]","[c]"
