"Status","Year","Sex","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Fermanagh and Omagh","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Glasgow City","20-29","80","80","24940","23700"
"Leaver CS","2022","Female","Glasgow City","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Female","Glasgow City","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Female","Glasgow City","50-59","60","50","30570","25050"
"Leaver CS","2022","Female","Glasgow City","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Female","Glasgow City","65+","50","30","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester South West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","65+","30","30","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, County of","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","20-29","70","70","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Anglesey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lambeth","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lambeth","20-29","150","140","30340","30240"
"Leaver CS","2022","Female","Lambeth","30-39","150","140","39110","38610"
"Leaver CS","2022","Female","Lambeth","40-49","120","100","50040","47130"
"Leaver CS","2022","Female","Lambeth","50-59","100","90","45180","40060"
"Leaver CS","2022","Female","Lambeth","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Female","Lambeth","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leeds","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leeds","20-29","200","170","23780","21260"
"Leaver CS","2022","Female","Leeds","30-39","130","100","31800","27570"
"Leaver CS","2022","Female","Leeds","40-49","100","80","35900","29080"
"Leaver CS","2022","Female","Leeds","50-59","160","120","34710","27570"
"Leaver CS","2022","Female","Leeds","60-64","90","60","33090","29010"
"Leaver CS","2022","Female","Leeds","65+","70","50","[c]","[c]"
"Leaver CS","2022","Female","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicester","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Female","Leicester","30-39","30","20","[c]","[c]"
"Leaver CS","2022","Female","Leicester","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Female","Leicester","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Female","Leicester","60-64","50","30","[c]","[c]"
"Leaver CS","2022","Female","Leicester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lewisham and Southwark","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Female","Lewisham and Southwark","30-39","70","60","40000","36330"
"Leaver CS","2022","Female","Lewisham and Southwark","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Female","Lewisham and Southwark","50-59","60","50","55810","53220"
"Leaver CS","2022","Female","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lewisham and Southwark","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lincolnshire CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lisburn and Castlereagh","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","30-39","70","60","26770","24890"
"Leaver CS","2022","Female","Liverpool","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","50-59","90","80","32260","27410"
"Leaver CS","2022","Female","Liverpool","60-64","70","50","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","65+","60","40","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Luton","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Luton","30-39","[c]","[c]","[c]","[c]"
