"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Defence Equipment and Support","30","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Public Health England","50","50","52110","53860"
"Leaver Dept.","2022","Commercial","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Public Health England","60","50","41890","37510"
"Leaver Dept.","2022","Communications","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
