"Status","Year","Organisation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Prison and Probation Service","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Surrey","30","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Worcestershire","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Barnsley, Doncaster and Rotherham","70","60","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bedford","30","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bexley and Greenwich","50","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Breckland and South Norfolk","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Buckinghamshire CC","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Cambridgeshire CC","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Cardiff and Vale of Glamorgan","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Chorley and West Lancashire","50","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Devon CC","70","60","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Dorset CC","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Durham CC","90","70","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Riding of Yorkshire","70","70","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Flintshire and Wrexham","60","60","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Hertfordshire","30","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Kent Thames Gateway","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Leeds","70","70","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Leicestershire CC and Rutland","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Lincolnshire","50","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Manchester","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Medway","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Milton Keynes","40","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Norwich and East Norfolk","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Nottingham","30","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Oxfordshire","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Staffordshire CC","90","90","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Suffolk","60","50","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Wakefield","40","30","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Wandsworth","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Worcestershire","60","60","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Belfast","50","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Birmingham","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Bradford","100","70","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Camden and City of London","120","100","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Cardiff and Vale of Glamorgan","140","110","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","City of Edinburgh","80","70","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Coventry","80","60","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Devon CC","50","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Dudley","60","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Ealing","60","40","[c]","[c]"
