"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South Lanarkshire","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Southern Scotland","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Derbyshire and Nottinghamshire","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Tees Valley and Durham","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","South Teesside","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","West Wales and The Valleys","AA/AO","60","50","21090","21260"
"Leaver CS","2022","South West Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","EO","40","40","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Southampton","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","AA/AO","30","20","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","AA/AO","240","230","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","EO","80","70","27170","27570"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Shropshire and Staffordshire","AA/AO","90","70","20130","20430"
"Leaver CS","2022","Stoke-on-Trent","Shropshire and Staffordshire","EO","40","30","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","East Anglia","AA/AO","260","240","21100","21260"
"Leaver CS","2022","Suffolk CC","East Anglia","EO","100","90","27120","27570"
"Leaver CS","2022","Suffolk CC","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","East Anglia","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2022","Suffolk CC","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Northumberland, and Tyne and Wear","AA/AO","250","190","21040","21260"
"Leaver CS","2022","Sunderland","Northumberland, and Tyne and Wear","EO","90","70","27860","27570"
"Leaver CS","2022","Sunderland","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","West Wales and The Valleys","AA/AO","90","70","21220","21260"
"Leaver CS","2022","Swansea","West Wales and The Valleys","EO","30","20","[c]","[c]"
"Leaver CS","2022","Swansea","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","West Wales and The Valleys","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Swansea","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","EO","40","40","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Inner London - East","AA/AO","100","90","22470","23110"
"Leaver CS","2022","Tower Hamlets","Inner London - East","EO","120","120","28500","27570"
"Leaver CS","2022","Tower Hamlets","Inner London - East","G6/G7","270","260","61410","59410"
"Leaver CS","2022","Tower Hamlets","Inner London - East","SCS","80","70","98450","91840"
"Leaver CS","2022","Tower Hamlets","Inner London - East","SEO/HEO","250","250","38090","37070"
"Leaver CS","2022","Tower Hamlets","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","AA/AO","830","710","21100","21260"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","EO","260","220","26440","27570"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","G6/G7","110","90","56990","55610"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","SEO/HEO","220","190","36220","35980"
"Leaver CS","2022","Tyneside","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","380","310","20800","21590"
"Leaver CS","2022","Unknown","Unknown","EO","120","100","27330","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","80","60","62380","61000"
"Leaver CS","2022","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","140","100","37660","37440"
"Leaver CS","2022","Unknown","Unknown","Unknown","490","420","35910","33270"
"Leaver CS","2022","Wakefield","West Yorkshire","AA/AO","100","80","[c]","[c]"
"Leaver CS","2022","Wakefield","West Yorkshire","EO","50","40","[c]","[c]"
"Leaver CS","2022","Wakefield","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Inner London - West","AA/AO","90","90","[c]","[c]"
"Leaver CS","2022","Wandsworth","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","AA/AO","70","60","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","EO","50","50","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Warrington","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","AA/AO","50","50","20610","21010"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","EO","70","60","25890","27570"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Cumbria","AA/AO","50","50","[c]","[c]"
"Leaver CS","2022","West Cumbria","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Essex","EO","40","30","[c]","[c]"
"Leaver CS","2022","West Essex","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Eastern Scotland","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","West Lothian","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","AA/AO","120","110","20460","20370"
"Leaver CS","2022","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","EO","50","40","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","AA/AO","130","120","23460","24370"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","EO","50","50","[c]","[c]"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Surrey, East and West Sussex","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Surrey, East and West Sussex","EO","80","70","27960","27570"
"Leaver CS","2022","West Sussex (North East)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","EO","40","40","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Inner London - West","AA/AO","500","430","23230","23720"
"Leaver CS","2022","Westminster","Inner London - West","EO","700","590","28150","28330"
"Leaver CS","2022","Westminster","Inner London - West","G6/G7","1320","1130","59910","57460"
"Leaver CS","2022","Westminster","Inner London - West","SCS","260","210","95400","87400"
"Leaver CS","2022","Westminster","Inner London - West","SEO/HEO","1640","1400","37860","37300"
"Leaver CS","2022","Westminster","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","240","230","20890","19880"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","EO","150","140","27250","26670"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","90","80","56860","54540"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","270","250","35370","35480"
"Leaver CS","2022","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Merseyside","AA/AO","100","80","21210","21260"
"Leaver CS","2022","Wirral","Merseyside","EO","40","40","[c]","[c]"
"Leaver CS","2022","Wirral","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","AA/AO","160","150","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","EO","50","50","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","North Yorkshire","AA/AO","70","60","21040","21170"
"Leaver CS","2022","York","North Yorkshire","EO","60","50","[c]","[c]"
"Leaver CS","2022","York","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","North Yorkshire","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","York","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
