"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Department for International Trade","Undeclared","60","60","54900","51970"
"In post","2021","G6/G7","Department for International Trade","Unknown","300","300","55570","53080"
"In post","2021","G6/G7","Department for Transport","Heterosexual / straight","1310","1280","60390","56280"
"In post","2021","G6/G7","Department for Transport","LGBO","100","100","57600","54760"
"In post","2021","G6/G7","Department for Transport","Undeclared","220","210","61520","57960"
"In post","2021","G6/G7","Department for Transport","Unknown","250","240","60290","54850"
"In post","2021","G6/G7","Department for Work and Pensions","Heterosexual / straight","2230","2140","57140","54070"
"In post","2021","G6/G7","Department for Work and Pensions","LGBO","130","120","57290","54770"
"In post","2021","G6/G7","Department for Work and Pensions","Undeclared","270","250","59470","57510"
"In post","2021","G6/G7","Department for Work and Pensions","Unknown","660","630","57350","55000"
"In post","2021","G6/G7","Department of Health and Social Care","Heterosexual / straight","1950","1850","57770","54230"
"In post","2021","G6/G7","Department of Health and Social Care","LGBO","140","130","58930","54410"
"In post","2021","G6/G7","Department of Health and Social Care","Undeclared","300","280","59390","55210"
"In post","2021","G6/G7","Department of Health and Social Care","Unknown","1290","1250","58330","53910"
"In post","2021","G6/G7","ESTYN","Heterosexual / straight","60","50","73750","74730"
"In post","2021","G6/G7","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Heterosexual / straight","150","150","56480","56130"
"In post","2021","G6/G7","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Heterosexual / straight","2140","2080","60180","58470"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","LGBO","170","170","58840","57340"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","250","240","61440","60720"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Unknown","720","700","57350","55620"
"In post","2021","G6/G7","HM Land Registry","Heterosexual / straight","190","180","62350","60520"
"In post","2021","G6/G7","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","HM Land Registry","Undeclared","40","30","[c]","[c]"
"In post","2021","G6/G7","HM Land Registry","Unknown","70","70","62020","60520"
"In post","2021","G6/G7","HM Revenue and Customs","Heterosexual / straight","5150","4960","56990","52770"
"In post","2021","G6/G7","HM Revenue and Customs","LGBO","290","280","57440","53450"
"In post","2021","G6/G7","HM Revenue and Customs","Undeclared","700","670","58450","57130"
"In post","2021","G6/G7","HM Revenue and Customs","Unknown","1560","1500","57730","56580"
"In post","2021","G6/G7","HM Treasury","Heterosexual / straight","820","790","58340","56090"
"In post","2021","G6/G7","HM Treasury","LGBO","80","80","56640","53630"
"In post","2021","G6/G7","HM Treasury","Undeclared","120","120","58310","56900"
"In post","2021","G6/G7","HM Treasury","Unknown","100","100","67230","63410"
"In post","2021","G6/G7","Home Office","Heterosexual / straight","2600","2540","60900","57680"
"In post","2021","G6/G7","Home Office","LGBO","140","140","60280","57680"
"In post","2021","G6/G7","Home Office","Undeclared","430","420","60980","57740"
"In post","2021","G6/G7","Home Office","Unknown","200","200","59780","57430"
"In post","2021","G6/G7","Ministry of Defence","Heterosexual / straight","4720","4550","57650","55710"
"In post","2021","G6/G7","Ministry of Defence","LGBO","130","130","56800","55320"
"In post","2021","G6/G7","Ministry of Defence","Undeclared","740","720","58160","56350"
"In post","2021","G6/G7","Ministry of Defence","Unknown","750","700","57270","55620"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Heterosexual / straight","1100","1050","57180","54250"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","LGBO","100","100","57040","53870"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","110","100","57110","55050"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","110","100","58330","58810"
"In post","2021","G6/G7","Ministry of Justice","Heterosexual / straight","2180","2120","61980","59900"
"In post","2021","G6/G7","Ministry of Justice","LGBO","160","160","61700","59990"
"In post","2021","G6/G7","Ministry of Justice","Undeclared","300","290","62260","60240"
"In post","2021","G6/G7","Ministry of Justice","Unknown","390","380","61480","59080"
"In post","2021","G6/G7","National Crime Agency","Heterosexual / straight","280","270","65170","64410"
"In post","2021","G6/G7","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","National Crime Agency","Unknown","70","60","62310","60990"
"In post","2021","G6/G7","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Heterosexual / straight","490","480","73210","75500"
"In post","2021","G6/G7","Office for Standards in Education","LGBO","50","50","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Undeclared","40","30","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","59280","57980"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","240","230","61300","60170"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Heterosexual / straight","50","50","53060","49420"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Heterosexual / straight","80","80","60530","59100"
"In post","2021","G6/G7","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Unknown","70","70","64070","63190"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Heterosexual / straight","220","220","54390","54700"
"In post","2021","G6/G7","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scottish Government","Heterosexual / straight","2190","2100","62710","61010"
"In post","2021","G6/G7","Scottish Government","LGBO","120","120","62000","61010"
"In post","2021","G6/G7","Scottish Government","Undeclared","210","200","61590","61010"
"In post","2021","G6/G7","Scottish Government","Unknown","740","700","62560","61010"
"In post","2021","G6/G7","The National Archives","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","G6/G7","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","The National Archives","Unknown","40","30","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Heterosexual / straight","100","90","66770","65330"
"In post","2021","G6/G7","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Heterosexual / straight","640","610","52630","50090"
"In post","2021","G6/G7","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Undeclared","30","30","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Unknown","230","220","53060","50090"
"In post","2021","G6/G7","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Heterosexual / straight","810","780","61620","60830"
"In post","2021","G6/G7","Welsh Government","LGBO","40","40","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Undeclared","150","140","61640","60830"
"In post","2021","G6/G7","Welsh Government","Unknown","50","50","62920","60830"
"In post","2021","SCS","Attorney General's Departments","Heterosexual / straight","200","190","89080","82820"
"In post","2021","SCS","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Attorney General's Departments","Unknown","80","70","86130","81060"
"In post","2021","SCS","Cabinet Office","Heterosexual / straight","400","400","96830","87750"
"In post","2021","SCS","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cabinet Office","Undeclared","40","40","[c]","[c]"
"In post","2021","SCS","Cabinet Office","Unknown","500","490","88640","73450"
"In post","2021","SCS","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Heterosexual / straight","90","90","107200","99920"
"In post","2021","SCS","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","300","290","83320","75500"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","LGBO","30","30","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Heterosexual / straight","100","90","86740","75950"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Heterosexual / straight","210","200","82720","74240"
"In post","2021","SCS","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Unknown","60","50","88870","81790"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Heterosexual / straight","160","160","84270","77370"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Department for International Trade","Heterosexual / straight","110","110","86920","76810"
