"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","No function","490","460","31320","27570"
"Leaver CS","2022","Male","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Security","40","40","[c]","[c]"
"Leaver CS","2022","Male","East Anglia","Unknown","100","100","29640","24960"
"Leaver CS","2022","Male","East Wales","Analysis","50","50","29700","27570"
"Leaver CS","2022","Male","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Digital, Data & Technology","90","90","37640","35570"
"Leaver CS","2022","Male","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","No function","320","300","27670","24030"
"Leaver CS","2022","Male","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Wales","Unknown","270","250","38350","29140"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","No function","180","170","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","Unknown","50","50","27350","26930"
"Leaver CS","2022","Male","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","No function","250","230","29920","27570"
"Leaver CS","2022","Male","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Eastern Scotland","Unknown","470","440","38530","32930"
"Leaver CS","2022","Male","Essex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","No function","140","130","30480","29290"
"Leaver CS","2022","Male","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex","Unknown","100","80","26920","27370"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","70","60","38610","36200"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","No function","590","560","32950","28590"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","380","360","37620","35630"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Security","60","60","30990","32710"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","190","180","34550","33300"
"Leaver CS","2022","Male","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","No function","360","330","27950","26130"
"Leaver CS","2022","Male","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester","Unknown","300","270","35410","30820"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","No function","400","340","29970","26590"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Security","50","50","30510","26680"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","Unknown","180","170","30710","27570"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","No function","150","150","27840","27570"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Highlands and Islands","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Digital, Data & Technology","90","90","54100","54700"
"Leaver CS","2022","Male","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","No function","650","630","44900","37940"
"Leaver CS","2022","Male","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - East","Unknown","150","140","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Analysis","130","110","43190","39840"
"Leaver CS","2022","Male","Inner London - West","Commercial","80","70","70020","66050"
"Leaver CS","2022","Male","Inner London - West","Communications","90","80","46180","40850"
"Leaver CS","2022","Male","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Digital, Data & Technology","130","110","45320","41750"
"Leaver CS","2022","Male","Inner London - West","Finance","70","50","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Legal","120","110","51350","52780"
"Leaver CS","2022","Male","Inner London - West","No function","1140","1050","44050","40050"
"Leaver CS","2022","Male","Inner London - West","Project Delivery","80","70","59780","57040"
"Leaver CS","2022","Male","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Security","60","50","[c]","[c]"
"Leaver CS","2022","Male","Inner London - West","Unknown","380","250","47570","41950"
"Leaver CS","2022","Male","Kent","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","No function","290","280","33180","29290"
"Leaver CS","2022","Male","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Unknown","80","70","28940","27370"
"Leaver CS","2022","Male","Lancashire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","No function","360","330","23190","21260"
"Leaver CS","2022","Male","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","No function","260","250","30140","25620"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","No function","80","80","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","Analysis","[c]","[c]","[c]","[c]"
