"Status","Year","Profession_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","South West (England)","200","190","35670","33000"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","South East (England)","60","50","40420","47010"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","South West (England)","140","130","31310","29230"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","London","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","South East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","South West (England)","60","50","36260","37300"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","London","110","100","43020","40070"
"Leaver CS","2022","Science and Engineering","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","South West (England)","50","50","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","London","90","80","38950","36330"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
