"Status","Year","Region_ITL1","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","West Midlands (England)","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Courts and Tribunals Service","Declared non-disabled","100","90","22650","20420"
"Leaver CS","2021","West Midlands (England)","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Courts and Tribunals Service","Unknown","50","50","19950","19930"
"Leaver CS","2021","West Midlands (England)","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Prison and Probation Service","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Prison and Probation Service","Declared non-disabled","210","190","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Prison and Probation Service","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Prison and Probation Service","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Declared non-disabled","230","190","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Declared non-disabled","80","70","33530","31370"
"Leaver CS","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","Declared disabled","60","50","27180","26890"
"Leaver CS","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","Declared non-disabled","330","270","28570","27570"
"Leaver CS","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","Unknown","60","60","30600","27570"
"Leaver CS","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Government Legal Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Courts and Tribunals Service","Declared non-disabled","70","60","22070","19880"
"Leaver CS","2021","Yorkshire and The Humber","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Prison and Probation Service","Declared disabled","50","40","[c]","[c]"
