"Status","Year","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","50","50","30250","30420"
"New entrant CS","2022","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","70","70","28110","26670"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education (excl. agencies)","80","70","31280","29360"
"New entrant CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","140","80","38150","36820"
"New entrant CS","2022","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Ministry of Defence (excl. agencies)","100","100","29170","26510"
"New entrant CS","2022","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Health Security Agency","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Education (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care (excl. agencies)","120","80","37000","27270"
"New entrant CS","2022","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","650","630","26050","27570"
"New entrant CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education (excl. agencies)","190","180","37160","36500"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","270","270","40030","37070"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
