"Status","Year","Ethnicity","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","EO","Unknown","230","200","28640","28000"
"Leaver CS","2021","Asian","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","No function","80","70","36120","35800"
"Leaver CS","2021","Asian","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","SEO/HEO","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","No function","110","100","21770","22550"
"Leaver CS","2021","Black","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","AA/AO","Unknown","130","120","23290","24180"
"Leaver CS","2021","Black","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","EO","Unknown","90","80","28890","28670"
"Leaver CS","2021","Black","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","No function","40","30","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","No function","30","30","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
