"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Defence Science and Technology Laboratory","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","London","60","60","31500","32490"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","London","60","60","48920","52300"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","London","60","60","35090","33300"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","London","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","London","80","80","26490","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","50-59","London","[c]","[c]","[c]","[c]"
