"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","30-39","100","100","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","40-49","60","60","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","20-29","260","250","30670","28670"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","30-39","290","270","34810","29440"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","40-49","180","170","41470","31100"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","50-59","100","100","38770","31610"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","20-29","80","80","33680","32430"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","30-39","100","100","39620","38560"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","40-49","50","50","43430","39510"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","50-59","50","50","44320","35480"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","110","110","33560","32560"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","100","100","46420","51580"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","20-29","80","80","33750","30850"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","30-39","90","90","41410","36800"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","40-49","70","70","51790","51160"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Records of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectorate","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Public Health England","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Public Health England","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Public Health England","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Public Health England","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Queen Elizabeth II Centre","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Queen Elizabeth II Centre","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Queen Elizabeth II Centre","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Queen Elizabeth II Centre","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Revenue Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Forestry","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Forestry","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
