"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Inner London - East","60","50","57810","51200"
"Leaver Dept.","2022","Female","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Outer London - West and North West","50","50","45720","32200"
"Leaver Dept.","2022","Female","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","East Wales","80","80","28530","29050"
"Leaver Dept.","2022","Male","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Eastern Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","210","210","27050","27540"
"Leaver Dept.","2022","Male","20-29","Greater Manchester","110","110","26210","24890"
"Leaver Dept.","2022","Male","20-29","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Inner London - East","220","210","32380","31060"
"Leaver Dept.","2022","Male","20-29","Inner London - West","1070","920","36870","34020"
"Leaver Dept.","2022","Male","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Merseyside","70","70","25030","24890"
"Leaver Dept.","2022","Male","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Northumberland, and Tyne and Wear","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Outer London - South","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Outer London - West and North West","100","90","29040","27620"
"Leaver Dept.","2022","Male","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","Unknown","130","110","32350","32000"
"Leaver Dept.","2022","Male","20-29","West Central Scotland","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","West Midlands","120","120","25380","24890"
"Leaver Dept.","2022","Male","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","20-29","West Yorkshire","140","100","29040","27570"
"Leaver Dept.","2022","Male","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Derbyshire and Nottinghamshire","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","East Anglia","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","East Wales","90","90","34550","32210"
"Leaver Dept.","2022","Male","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Eastern Scotland","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","210","200","35350","35620"
"Leaver Dept.","2022","Male","30-39","Greater Manchester","130","120","31580","27570"
"Leaver Dept.","2022","Male","30-39","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Inner London - East","240","230","43990","40470"
"Leaver Dept.","2022","Male","30-39","Inner London - West","910","770","47340","44510"
"Leaver Dept.","2022","Male","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Lancashire","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Merseyside","90","90","28300","27570"
"Leaver Dept.","2022","Male","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","North Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Northumberland, and Tyne and Wear","100","100","31680","27570"
"Leaver Dept.","2022","Male","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Outer London - South","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Outer London - West and North West","100","90","40700","37640"
"Leaver Dept.","2022","Male","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","South Yorkshire","50","50","38760","36250"
"Leaver Dept.","2022","Male","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","Unknown","100","80","40010","33250"
"Leaver Dept.","2022","Male","30-39","West Central Scotland","90","90","28730","27570"
"Leaver Dept.","2022","Male","30-39","West Midlands","140","140","28500","27570"
"Leaver Dept.","2022","Male","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","30-39","West Yorkshire","140","100","32730","28660"
"Leaver Dept.","2022","Male","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","East Anglia","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","East Wales","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Eastern Scotland","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","44710","42330"
"Leaver Dept.","2022","Male","40-49","Greater Manchester","100","100","37550","30360"
"Leaver Dept.","2022","Male","40-49","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Inner London - East","210","200","54490","53120"
"Leaver Dept.","2022","Male","40-49","Inner London - West","410","310","57320","54700"
"Leaver Dept.","2022","Male","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Merseyside","60","60","35590","29960"
"Leaver Dept.","2022","Male","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Northumberland, and Tyne and Wear","90","90","34710","30360"
"Leaver Dept.","2022","Male","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Outer London - West and North West","120","110","49110","44160"
"Leaver Dept.","2022","Male","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","West Central Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","West Midlands","90","90","38760","30820"
"Leaver Dept.","2022","Male","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","40-49","West Yorkshire","110","80","40820","36820"
"Leaver Dept.","2022","Male","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","50-59","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
