"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Scottish Government","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","United Kingdom Statistics Authority","60","60","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","White","United Kingdom Statistics Authority","80","70","37960","36030"
"Leaver Dept.","2021","Wales Office","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","White","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","White","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Attorney General's Office","[c]","[c]","[c]","[c]"
