"Status","Year","Profession_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Statistics","United Kingdom Statistics Authority","EO","40","30","[c]","[c]"
"In post","2021","Statistics","United Kingdom Statistics Authority","G6/G7","170","160","53940","51640"
"In post","2021","Statistics","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","United Kingdom Statistics Authority","SEO/HEO","290","290","34020","32780"
"In post","2021","Statistics","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Valuation Office Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Welsh Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Welsh Government (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Tax","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","HM Revenue and Customs (excl. agencies)","AA/AO","3790","3570","20260","20140"
"In post","2021","Tax","HM Revenue and Customs (excl. agencies)","EO","4060","3770","26550","25560"
"In post","2021","Tax","HM Revenue and Customs (excl. agencies)","G6/G7","2680","2560","56870","52580"
"In post","2021","Tax","HM Revenue and Customs (excl. agencies)","SCS","70","70","80660","78420"
"In post","2021","Tax","HM Revenue and Customs (excl. agencies)","SEO/HEO","7130","6760","34590","31870"
"In post","2021","Tax","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Welsh Revenue Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","EO","40","40","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","AA/AO","550","510","21780","20920"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","EO","870","850","27210","27500"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","G6/G7","2990","2930","59600","56340"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","SCS","970","950","92190","78290"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","3970","3930","33610","33300"
"In post","2021","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","EO","70","70","24760","24440"
"In post","2021","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SEO/HEO","110","110","32060","29550"
"In post","2021","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","G6/G7","60","50","58900","55380"
"In post","2021","Unknown","Department for Transport (excl. agencies)","SCS","40","40","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","SEO/HEO","80","80","37620","35430"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","29320","25100","21170","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","EO","48570","43950","28120","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","2760","2650","56700","54070"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","SCS","240","230","89740","80670"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","10060","9470","34810","34290"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","40","40","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","AA/AO","190","170","21940","22230"
"In post","2021","Unknown","Disclosure Scotland","EO","60","60","29370","29190"
"In post","2021","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","SEO/HEO","50","50","38920","36010"
"In post","2021","Unknown","Education Scotland","AA/AO","40","40","[c]","[c]"
"In post","2021","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","G6/G7","190","180","68400","71160"
"In post","2021","Unknown","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","SEO/HEO","60","60","41670","42190"
"In post","2021","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","EO","80","80","28600","29190"
"In post","2021","Unknown","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","SEO/HEO","130","130","36470","34640"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","100","100","61220","59470"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","50","50","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","110","110","38390","37660"
"In post","2021","Unknown","Forestry and Land Scotland","AA/AO","470","460","24930","25140"
"In post","2021","Unknown","Forestry and Land Scotland","EO","260","250","31440","30160"
"In post","2021","Unknown","Forestry and Land Scotland","G6/G7","40","30","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","SEO/HEO","220","210","40010","38450"
"In post","2021","Unknown","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","1570","1470","20330","20140"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","EO","940","920","25660","25560"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","580","560","58930","59160"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","SCS","100","100","94050","87000"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","1290","1260","34200","31810"
"In post","2021","Unknown","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","G6/G7","40","40","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","220","220","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","50","50","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","70","70","36950","40450"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","AA/AO","220","210","21840","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","EO","410","390","27920","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","G6/G7","130","120","59650","55480"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","770","750","37560","36460"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","50","50","39990","41660"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","AA/AO","160","140","22560","22230"
"In post","2021","Unknown","National Records of Scotland","EO","60","60","28660","29190"
"In post","2021","Unknown","National Records of Scotland","G6/G7","50","50","62990","61060"
"In post","2021","Unknown","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","SEO/HEO","170","160","38740","38540"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","40","30","[c]","[c]"
