"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Unknown","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","East Wales","70","70","45460","39420"
"In post","2021","Unknown","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","40100","36630"
"In post","2021","Unknown","Policy","Greater Manchester","90","90","39920","36780"
"In post","2021","Unknown","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Inner London - East","140","130","51920","46460"
"In post","2021","Unknown","Policy","Inner London - West","3270","3200","48000","42890"
"In post","2021","Unknown","Policy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Unknown","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Outer London - South","120","110","35450","31180"
"In post","2021","Unknown","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Overseas","230","230","53990","54080"
"In post","2021","Unknown","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","South Yorkshire","90","90","39910","36780"
"In post","2021","Unknown","Policy","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","West Midlands","120","110","40910","36500"
"In post","2021","Unknown","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","West Yorkshire","280","270","42700","36820"
"In post","2021","Unknown","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Devon","220","210","40030","39650"
"In post","2021","Unknown","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","East Wales","60","60","40790","39200"
"In post","2021","Unknown","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Essex","30","30","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","290","280","39490","37370"
"In post","2021","Unknown","Project Delivery","Greater Manchester","50","50","37990","34510"
"In post","2021","Unknown","Project Delivery","Hampshire and Isle of Wight","120","110","41770","40580"
"In post","2021","Unknown","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Inner London - East","100","100","51720","41760"
"In post","2021","Unknown","Project Delivery","Inner London - West","370","360","47180","42650"
"In post","2021","Unknown","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Lancashire","30","30","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Merseyside","100","100","39410","38630"
"In post","2021","Unknown","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Northumberland and Tyne and Wear","180","170","39700","38630"
"In post","2021","Unknown","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outer London - South","50","50","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Shropshire and Staffordshire","60","60","38110","38630"
"In post","2021","Unknown","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","West Midlands","50","50","44300","40860"
"In post","2021","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Unknown","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Derbyshire and Nottinghamshire","80","70","35800","31810"
"In post","2021","Unknown","Property","Devon","60","50","33510","32100"
"In post","2021","Unknown","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","East Anglia","40","40","[c]","[c]"
"In post","2021","Unknown","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","33610","31100"
"In post","2021","Unknown","Property","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Inner London - East","70","60","39030","36150"
"In post","2021","Unknown","Property","Inner London - West","70","70","44270","40240"
"In post","2021","Unknown","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Merseyside","40","30","[c]","[c]"
"In post","2021","Unknown","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Outer London - South","60","60","37610","34280"
"In post","2021","Unknown","Property","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","30","30","[c]","[c]"
"In post","2021","Unknown","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","West Midlands","70","70","36620","32100"
"In post","2021","Unknown","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Unknown","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Eastern Scotland","40","30","[c]","[c]"
"In post","2021","Unknown","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Bedfordshire and Hertfordshire","70","60","47590","45140"
"In post","2021","Unknown","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","110","100","45450","41780"
"In post","2021","Unknown","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Devon","710","670","40320","39750"
"In post","2021","Unknown","Science and Engineering","Dorset and Somerset","70","70","31910","29270"
"In post","2021","Unknown","Science and Engineering","East Anglia","270","260","34560","31070"
"In post","2021","Unknown","Science and Engineering","East Wales","140","130","48240","57610"
"In post","2021","Unknown","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","760","740","37390","37320"
"In post","2021","Unknown","Science and Engineering","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Hampshire and Isle of Wight","210","200","41180","41460"
"In post","2021","Unknown","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Inner London - East","80","70","54810","50410"
