"Status","Year","Ethnicity","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
