"Status","Year","Profession_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Tax","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Cabinet Office","70","70","39830","34550"
"Leaver Dept.","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Department for Work and Pensions","110","110","28880","27570"
"Leaver Dept.","2021","Unknown","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","HM Revenue and Customs","160","150","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Cabinet Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Department for Work and Pensions","80","80","31230","27570"
"Leaver Dept.","2021","Unknown","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Cabinet Office","50","50","42110","34240"
"Leaver Dept.","2021","Unknown","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Work and Pensions","60","50","28150","27570"
"Leaver Dept.","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Cabinet Office","570","560","36450","32000"
"Leaver Dept.","2021","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Transport","50","50","41450","42460"
"Leaver Dept.","2021","Unknown","Unknown","Department for Work and Pensions","170","160","30380","27570"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","610","590","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Cabinet Office","610","600","42440","34550"
"Leaver Dept.","2021","Unknown","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Department for Transport","100","100","48040","42470"
"Leaver Dept.","2021","Unknown","White","Department for Work and Pensions","900","860","30230","27570"
"Leaver Dept.","2021","Unknown","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Foreign, Commonwealth and Development Office","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","HM Revenue and Customs","740","710","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Home Office","190","170","33680","27960"
"Leaver Dept.","2021","Unknown","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
