"Status","Year","Organisation","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Met Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Human Resources","Heterosexual / straight","70","60","38940","36190"
"In post","2022","Met Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Project Delivery","Heterosexual / straight","310","300","41480","39750"
"In post","2022","Met Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Project Delivery","Undeclared","80","80","40700","39650"
"In post","2022","Met Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Analysis","Heterosexual / straight","230","220","39210","36300"
"In post","2022","Ministry of Defence (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","Heterosexual / straight","730","700","36240","34800"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","LGBO","30","30","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","Undeclared","100","100","38600","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","Unknown","80","80","33010","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","Heterosexual / straight","380","370","34820","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","Undeclared","60","60","35030","32250"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","Unknown","60","60","39190","35000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","1910","1870","33500","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","LGBO","80","70","32230","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Undeclared","390","380","34500","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data & Technology","Unknown","180","180","34560","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Heterosexual / straight","1270","1220","38240","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Undeclared","210","200","39070","35000"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","120","110","37100","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Heterosexual / straight","1430","1340","31540","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","LGBO","70","70","37430","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Undeclared","190","170","30960","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Unknown","130","130","31500","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Heterosexual / straight","110","100","39070","34620"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Heterosexual / straight","2140","2090","43550","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","LGBO","70","70","41410","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Undeclared","290","280","45570","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","180","180","43660","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Heterosexual / straight","1630","1590","32160","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Property","LGBO","40","40","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Undeclared","200","190","33900","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Unknown","220","210","25810","20480"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Heterosexual / straight","5220","5110","30170","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Security","LGBO","200","200","31010","28750"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Undeclared","770","750","33980","37210"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","1000","990","30070","26750"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","13420","12880","30920","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","LGBO","400","380","32280","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Undeclared","1880","1810","32110","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","1780","1690","34440","30370"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Heterosexual / straight","320","310","48210","43550"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","LGBO","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Undeclared","50","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Analysis","Unknown","100","90","43060","37280"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Heterosexual / straight","190","190","36140","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Heterosexual / straight","70","70","45300","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Unknown","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","600","590","48120","47590"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","LGBO","60","60","51590","50430"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Undeclared","80","80","50740","53000"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Unknown","180","170","50140","50430"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Heterosexual / straight","400","390","43520","41100"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Undeclared","50","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Finance","Unknown","70","60","41450","40000"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Heterosexual / straight","720","700","40430","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","LGBO","50","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Undeclared","70","70","40650","36450"
"In post","2022","Ministry of Justice (excl. agencies)","Human Resources","Unknown","100","100","36580","33630"
"In post","2022","Ministry of Justice (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Heterosexual / straight","1370","1330","42520","41100"
"In post","2022","Ministry of Justice (excl. agencies)","No function","LGBO","150","150","42220","41750"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Undeclared","170","160","42550","41100"
"In post","2022","Ministry of Justice (excl. agencies)","No function","Unknown","440","430","39120","34260"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","190","190","42640","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Heterosexual / straight","300","290","43660","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Undeclared","40","40","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Unknown","70","70","40850","36510"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Heterosexual / straight","200","200","42830","40170"
"In post","2022","National Crime Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Heterosexual / straight","140","130","40620","40070"
"In post","2022","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
