"Status","Year","Ethnicity","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Westminster","60","50","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Westminster","40","30","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Barnet","30","30","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Birmingham","40","40","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
