"Status","Year","Organisation","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","AA/AO","170","160","21400","21710"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","EO","520","500","25940","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","G6/G7","950","920","58760","58130"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","SCS","120","110","89360","84800"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","SEO/HEO","1880","1840","36710","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","EO","40","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","G6/G7","90","90","59380","58130"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","SEO/HEO","150","140","35340","34110"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","EO","60","60","26790","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","G6/G7","140","130","61320","60070"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","SEO/HEO","220","210","37290","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","AA/AO","70","70","21040","20910"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","EO","140","140","26230","26410"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","G6/G7","260","250","59500","58130"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","430","420","36430","36790"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","AA/AO","240","230","23540","22980"
"In post","2021","National Crime Agency","Heterosexual / straight","EO","1840","1800","33320","32770"
"In post","2021","National Crime Agency","Heterosexual / straight","G6/G7","280","270","65170","64410"
"In post","2021","National Crime Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","SEO/HEO","1720","1680","44590","43710"
"In post","2021","National Crime Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","EO","110","100","32360","32770"
"In post","2021","National Crime Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","SEO/HEO","60","60","43040","44720"
"In post","2021","National Crime Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","EO","170","170","32390","32770"
"In post","2021","National Crime Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","SEO/HEO","130","130","44500","43710"
"In post","2021","National Crime Agency","Unknown","AA/AO","50","40","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","360","340","35080","35930"
"In post","2021","National Crime Agency","Unknown","G6/G7","70","60","62310","60990"
"In post","2021","National Crime Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","380","370","45070","43710"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","AA/AO","50","40","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","SEO/HEO","90","80","38440","38080"
"In post","2021","National Records of Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","AA/AO","100","90","22640","22230"
"In post","2021","National Records of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","SEO/HEO","60","60","39650","38540"
"In post","2021","National Savings and Investments","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
"In post","2021","National Savings and Investments","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Heterosexual / straight","SEO/HEO","70","70","41070","41060"
"In post","2021","National Savings and Investments","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","AA/AO","170","160","21280","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","EO","150","140","26320","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","G6/G7","490","480","73210","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","SEO/HEO","600","580","43410","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","G6/G7","50","50","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","G6/G7","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","SEO/HEO","50","50","44240","51360"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","EO","110","110","25430","25600"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","G6/G7","160","160","59280","57980"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","SEO/HEO","160","150","36480","36000"
"In post","2021","Office of Gas and Electricity Markets","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
