"Status","Year","Profession_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Social Research","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","United Kingdom Statistics Authority","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Social Research","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","United Kingdom Statistics Authority","Heterosexual / straight","90","80","34990","32540"
"New entrant CS","2021","Statistics","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","United Kingdom Statistics Authority","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Heterosexual / straight","940","920","23120","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","LGBO","100","100","22650","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Undeclared","50","50","25030","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Unknown","2150","2100","22280","20140"
"New entrant CS","2021","Tax","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Heterosexual / straight","530","520","38910","34550"
"New entrant CS","2021","Unknown","Cabinet Office","LGBO","80","80","34730","32000"
"New entrant CS","2021","Unknown","Cabinet Office","Undeclared","60","60","35980","32000"
"New entrant CS","2021","Unknown","Cabinet Office","Unknown","1040","1030","40830","28000"
"New entrant CS","2021","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Heterosexual / straight","13100","12850","26700","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","LGBO","1350","1340","26400","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Undeclared","770","750","27200","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Unknown","1770","1730","27630","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Heterosexual / straight","100","100","38990","37170"
"New entrant CS","2021","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Heterosexual / straight","90","90","28670","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Unknown","720","700","27540","20140"
"New entrant CS","2021","Unknown","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Heterosexual / straight","70","70","32760","33000"
"New entrant CS","2021","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Heterosexual / straight","640","620","31080","26160"
"New entrant CS","2021","Unknown","Scottish Government","LGBO","100","90","30040","28170"
"New entrant CS","2021","Unknown","Scottish Government","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Unknown","750","720","34340","30650"
"New entrant CS","2021","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
