"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Declared disabled","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Declared non-disabled","200","180","26830","26230"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other","Declared non-disabled","150","140","23820","21130"
"In post","2021","Cornwall and Isles of Scilly","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Declared non-disabled","60","60","24880","22800"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared disabled","150","130","25690","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared non-disabled","600","530","25540","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Operational Delivery","Declared disabled","130","110","25120","21050"
"In post","2021","Cumbria","Operational Delivery","Declared non-disabled","1090","980","25220","21110"
"In post","2021","Cumbria","Operational Delivery","Undeclared","60","50","27950","26520"
"In post","2021","Cumbria","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other","Declared non-disabled","60","60","22600","20980"
"In post","2021","Cumbria","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Declared non-disabled","80","80","41150","37310"
"In post","2021","Cumbria","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","Declared non-disabled","80","80","38300","36000"
"In post","2021","Cumbria","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Declared non-disabled","50","50","26200","23540"
"In post","2021","Cumbria","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared non-disabled","210","180","26870","27570"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Declared non-disabled","50","50","46370","45870"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Declared non-disabled","100","100","40520","36960"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Unknown","50","50","37090","32010"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Declared non-disabled","110","100","37990","35430"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Declared disabled","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Declared non-disabled","210","190","40870","38630"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Unknown","50","50","34660","30950"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","Declared non-disabled","60","60","65390","64500"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Declared disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Declared non-disabled","230","210","41610","38630"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Unknown","90","90","36650","31810"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Declared disabled","670","620","27610","25560"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Declared non-disabled","3560","3280","28200","25830"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Undeclared","440","400","28730","28130"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Unknown","860","810","25300","23970"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other","Declared non-disabled","150","150","33750","25680"
"In post","2021","Derbyshire and Nottinghamshire","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other","Unknown","[c]","[c]","[c]","[c]"
