"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","South West (England)","70","60","37930","37630"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","South West (England)","110","110","28010","25400"
"Leaver CS","2022","Defence Equipment and Support","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","South East (England)","60","50","37510","35360"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","South West (England)","90","90","35290","31470"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","South East (England)","50","40","41190","47010"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","South West (England)","80","80","34490","32630"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","London","190","180","48190","52080"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","London","40","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","London","100","100","43000","36520"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","London","80","80","45680","40230"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","London","50","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","London","130","120","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","70","70","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","London","90","90","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
