"Status","Year","Disability","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Crown Prosecution Service","60","60","32590","27810"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for Education (excl. agencies)","100","100","31480","29360"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","180","180","27760","27570"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","280","270","37880","31130"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","HM Courts and Tribunals Service","50","50","19660","18880"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","HM Prison and Probation Service","250","240","21960","20600"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","340","340","23350","20140"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Home Office (incl. agencies)","220","220","26010","21430"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","National Crime Agency","50","50","31630","32770"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department for Work and Pensions (excl. agencies)","80","80","23720","21260"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","HM Prison and Probation Service","140","130","27420","26010"
"New entrant CS","2022","Declared disabled","East Midlands (England)","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Department for Work and Pensions (excl. agencies)","70","70","27090","27570"
"New entrant CS","2022","Declared disabled","East of England","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","HM Prison and Probation Service","140","130","26520","24800"
"New entrant CS","2022","Declared disabled","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
