"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Ministry of Justice","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Leeds","140","140","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Leicester","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Leicestershire CC and Rutland","100","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Lincolnshire CC","60","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Liverpool","40","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Manchester","90","80","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Medway","60","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Mid Lancashire","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Milton Keynes","90","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North Nottinghamshire","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Norwich and East Norfolk","70","70","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Nottingham","70","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Oxfordshire CC","100","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Staffordshire CC","140","140","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Suffolk CC","100","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Swansea","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Tower Hamlets","50","50","41570","40480"
"Leaver CS","2022","Male","Ministry of Justice","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Wakefield","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Wandsworth","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Warrington","50","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Northamptonshire","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Surrey","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Westminster","150","150","40730","34260"
"Leaver CS","2022","Male","Ministry of Justice","Wiltshire","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Worcestershire CC","100","100","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Lambeth","60","60","51440","47130"
"Leaver CS","2022","Male","National Crime Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","Warrington","30","30","[c]","[c]"
"Leaver CS","2022","Male","National Crime Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland Office","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland Office","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Shropshire","[c]","[c]","[c]","[c]"
