"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Attorney General's Departments","60","60","21810","22200"
"New entrant CS","2022","AA/AO","Unknown","Cabinet Office","70","60","20060","20330"
"New entrant CS","2022","AA/AO","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Department for Business, Energy and Industrial Strategy","100","100","21080","21130"
"New entrant CS","2022","AA/AO","Unknown","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Department for Environment, Food and Rural Affairs","60","60","21920","21300"
"New entrant CS","2022","AA/AO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Department for Transport","400","370","21420","21840"
"New entrant CS","2022","AA/AO","Unknown","Department for Work and Pensions","730","720","21580","21260"
"New entrant CS","2022","AA/AO","Unknown","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","HM Land Registry","150","140","22620","22600"
"New entrant CS","2022","AA/AO","Unknown","HM Revenue and Customs","1750","1680","21350","21250"
"New entrant CS","2022","AA/AO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Home Office","510","500","21940","21680"
"New entrant CS","2022","AA/AO","Unknown","Ministry of Defence","650","640","22490","21170"
"New entrant CS","2022","AA/AO","Unknown","Ministry of Justice","2920","2870","23080","23140"
"New entrant CS","2022","AA/AO","Unknown","National Crime Agency","60","50","22290","21050"
"New entrant CS","2022","AA/AO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Scottish Government","880","860","22070","21640"
"New entrant CS","2022","AA/AO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","UK Statistics Authority","160","120","19790","19860"
"New entrant CS","2022","AA/AO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Environment, Food and Rural Affairs","50","50","26210","25170"
"New entrant CS","2022","EO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Work and Pensions","530","510","28130","27570"
"New entrant CS","2022","EO","Declared disabled","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Revenue and Customs","110","110","27170","26590"
"New entrant CS","2022","EO","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Ministry of Defence","60","60","25240","26350"
"New entrant CS","2022","EO","Declared disabled","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Government","70","60","27510","27230"
"New entrant CS","2022","EO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Attorney General's Departments","190","190","26940","26950"
"New entrant CS","2022","EO","Declared non-disabled","Cabinet Office","170","170","25660","25210"
"New entrant CS","2022","EO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","230","230","26320","24570"
"New entrant CS","2022","EO","Declared non-disabled","Department for Digital, Culture, Media and Sport","70","70","26200","26180"
"New entrant CS","2022","EO","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Department for Environment, Food and Rural Affairs","330","330","25500","24920"
"New entrant CS","2022","EO","Declared non-disabled","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Department for Levelling Up, Housing and Communities","80","80","26520","27850"
"New entrant CS","2022","EO","Declared non-disabled","Department for Transport","250","240","26620","26130"
"New entrant CS","2022","EO","Declared non-disabled","Department for Work and Pensions","3520","3440","28210","27570"
"New entrant CS","2022","EO","Declared non-disabled","Department of Health and Social Care","360","330","25680","26880"
"New entrant CS","2022","EO","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","HM Land Registry","60","60","27650","27130"
"New entrant CS","2022","EO","Declared non-disabled","HM Revenue and Customs","1380","1370","26960","26590"
"New entrant CS","2022","EO","Declared non-disabled","HM Treasury","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Ministry of Defence","630","610","25290","26350"
"New entrant CS","2022","EO","Declared non-disabled","Ministry of Justice","310","310","26110","25120"
"New entrant CS","2022","EO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of Gas and Electricity Markets","180","170","25880","25750"
"New entrant CS","2022","EO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Government","470","460","27340","27230"
"New entrant CS","2022","EO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Statistics Authority","70","70","23900","23880"
"New entrant CS","2022","EO","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Welsh Government","60","60","26470","25860"
"New entrant CS","2022","EO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Work and Pensions","200","190","28300","27570"
"New entrant CS","2022","EO","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Cabinet Office","90","90","25680","25520"
"New entrant CS","2022","EO","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Business, Energy and Industrial Strategy","100","90","26310","24780"
"New entrant CS","2022","EO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Education","270","270","25620","25000"
"New entrant CS","2022","EO","Unknown","Department for Environment, Food and Rural Affairs","70","60","25790","25170"
"New entrant CS","2022","EO","Unknown","Department for International Trade","100","100","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Transport","280","280","26660","26130"
"New entrant CS","2022","EO","Unknown","Department for Work and Pensions","720","700","28040","27570"
"New entrant CS","2022","EO","Unknown","Department of Health and Social Care","360","270","26470","27270"
"New entrant CS","2022","EO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","HM Land Registry","80","80","27770","27130"
"New entrant CS","2022","EO","Unknown","HM Revenue and Customs","880","870","27000","26590"
"New entrant CS","2022","EO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Home Office","1430","1330","27250","24880"
"New entrant CS","2022","EO","Unknown","Ministry of Defence","450","440","24270","26350"
"New entrant CS","2022","EO","Unknown","Ministry of Justice","230","230","26670","27070"
"New entrant CS","2022","EO","Unknown","National Crime Agency","260","260","33260","32770"
"New entrant CS","2022","EO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
