"Status","Year","Profession_of_post","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data and Technology","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","UK Statistics Authority","50","50","23920","19860"
"New entrant CS","2022","Economics","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Education","70","70","30270","29360"
"New entrant CS","2022","Finance","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Department of Health and Social Care","60","40","[c]","[c]"
"New entrant CS","2022","Finance","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","Finance","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Ministry of Defence","100","100","26780","25000"
"New entrant CS","2022","Finance","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","Finance","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","Finance","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Ministry of Defence","50","50","35930","33000"
"New entrant CS","2022","Finance","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
