"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","White","60","60","26940","27500"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Unknown","90","90","57360","54700"
"Leaver Dept.","2021","Cabinet Office","G6/G7","White","180","180","57530","55210"
"Leaver Dept.","2021","Cabinet Office","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Unknown","420","420","31660","32000"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","White","310","300","34040","32910"
"Leaver Dept.","2021","Chancellor's other departments","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","White","130","120","56220","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","60","50","35360","33770"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","White","140","130","35320","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
