"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
