"Status","Year","Parent_department","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence","Peterborough","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Plymouth","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Plymouth","20-29","120","120","26790","26350"
"In post","2022","Ministry of Defence","Plymouth","30-39","180","170","31550","28900"
"In post","2022","Ministry of Defence","Plymouth","40-49","180","170","35220","33300"
"In post","2022","Ministry of Defence","Plymouth","50-59","380","380","33900","33000"
"In post","2022","Ministry of Defence","Plymouth","60-64","120","110","31440","27510"
"In post","2022","Ministry of Defence","Plymouth","65+","50","40","[c]","[c]"
"In post","2022","Ministry of Defence","Portsmouth","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Portsmouth","20-29","160","160","29200","26680"
"In post","2022","Ministry of Defence","Portsmouth","30-39","300","290","34400","33300"
"In post","2022","Ministry of Defence","Portsmouth","40-49","340","320","36500","33300"
"In post","2022","Ministry of Defence","Portsmouth","50-59","710","690","34410","33300"
"In post","2022","Ministry of Defence","Portsmouth","60-64","200","190","32130","28060"
"In post","2022","Ministry of Defence","Portsmouth","65+","80","80","33080","29470"
"In post","2022","Ministry of Defence","Powys","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Powys","30-39","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Powys","40-49","60","60","26000","21830"
"In post","2022","Ministry of Defence","Powys","50-59","100","90","25490","21380"
"In post","2022","Ministry of Defence","Powys","60-64","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Powys","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Redbridge and Waltham Forest","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Redbridge and Waltham Forest","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sandwell","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sandwell","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sandwell","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sandwell","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sefton","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sheffield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sheffield","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sheffield","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sheffield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Sheffield","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Shropshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Shropshire","30-39","60","50","27860","26350"
"In post","2022","Ministry of Defence","Shropshire","40-49","90","90","29170","26670"
"In post","2022","Ministry of Defence","Shropshire","50-59","250","240","29370","29350"
"In post","2022","Ministry of Defence","Shropshire","60-64","100","90","30100","29670"
"In post","2022","Ministry of Defence","Shropshire","65+","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Somerset CC","20-29","190","190","26650","26740"
"In post","2022","Ministry of Defence","Somerset CC","30-39","300","290","33990","33290"
"In post","2022","Ministry of Defence","Somerset CC","40-49","310","300","36470","33290"
"In post","2022","Ministry of Defence","Somerset CC","50-59","520","500","34620","33290"
"In post","2022","Ministry of Defence","Somerset CC","60-64","160","140","32940","33290"
"In post","2022","Ministry of Defence","Somerset CC","65+","60","50","30380","29650"
"In post","2022","Ministry of Defence","South Ayrshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Ayrshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Ayrshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Ayrshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Ayrshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Hampshire","20-29","70","60","23550","23650"
"In post","2022","Ministry of Defence","South Hampshire","30-39","130","120","31060","26670"
"In post","2022","Ministry of Defence","South Hampshire","40-49","160","150","32360","32350"
"In post","2022","Ministry of Defence","South Hampshire","50-59","300","300","31310","30360"
"In post","2022","Ministry of Defence","South Hampshire","60-64","140","130","32160","32670"
"In post","2022","Ministry of Defence","South Hampshire","65+","60","50","29860","32670"
"In post","2022","Ministry of Defence","South Lanarkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Lanarkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Nottinghamshire","30-39","60","50","34610","33000"
"In post","2022","Ministry of Defence","South Nottinghamshire","40-49","60","50","34770","33000"
"In post","2022","Ministry of Defence","South Nottinghamshire","50-59","90","90","29580","21830"
"In post","2022","Ministry of Defence","South Nottinghamshire","60-64","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","South Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Teesside","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Teesside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South Teesside","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","South West Wales","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southampton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southampton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southampton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southampton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southampton","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southend-on-Sea","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southend-on-Sea","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southend-on-Sea","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Southend-on-Sea","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Staffordshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Staffordshire CC","20-29","90","90","28570","26670"
"In post","2022","Ministry of Defence","Staffordshire CC","30-39","180","180","35560","33300"
"In post","2022","Ministry of Defence","Staffordshire CC","40-49","270","260","37440","33300"
"In post","2022","Ministry of Defence","Staffordshire CC","50-59","350","340","35500","33300"
"In post","2022","Ministry of Defence","Staffordshire CC","60-64","80","70","31410","26670"
"In post","2022","Ministry of Defence","Staffordshire CC","65+","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Stoke-on-Trent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Stoke-on-Trent","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Suffolk CC","20-29","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Suffolk CC","30-39","70","70","28600","23890"
"In post","2022","Ministry of Defence","Suffolk CC","40-49","140","130","27690","23280"
"In post","2022","Ministry of Defence","Suffolk CC","50-59","310","310","25820","22330"
"In post","2022","Ministry of Defence","Suffolk CC","60-64","110","100","25830","21830"
"In post","2022","Ministry of Defence","Suffolk CC","65+","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Sunderland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swansea","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swansea","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swansea","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swindon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swindon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Swindon","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Telford and Wrekin","30-39","40","30","[c]","[c]"
"In post","2022","Ministry of Defence","Telford and Wrekin","40-49","70","60","35050","33300"
"In post","2022","Ministry of Defence","Telford and Wrekin","50-59","130","130","31790","30280"
"In post","2022","Ministry of Defence","Telford and Wrekin","60-64","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Telford and Wrekin","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Torbay","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tower Hamlets","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tower Hamlets","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tower Hamlets","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tower Hamlets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","50-59","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Tyneside","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","16-19","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","20-29","390","390","28220","28980"
"In post","2022","Ministry of Defence","Unknown","30-39","420","420","37270","34460"
"In post","2022","Ministry of Defence","Unknown","40-49","410","400","40160","34460"
"In post","2022","Ministry of Defence","Unknown","50-59","570","570","41460","36970"
"In post","2022","Ministry of Defence","Unknown","60-64","140","130","39330","35380"
"In post","2022","Ministry of Defence","Unknown","65+","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Wakefield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wakefield","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wakefield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wakefield","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Walsall","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Walsall","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Wandsworth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warrington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warrington","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warrington","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warrington","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warrington","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","30-39","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","40-49","50","40","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","50-59","100","100","25230","22000"
"In post","2022","Ministry of Defence","Warwickshire CC","60-64","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","Warwickshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Cumbria","20-29","50","50","28510","28000"
"In post","2022","Ministry of Defence","West Cumbria","30-39","50","40","[c]","[c]"
"In post","2022","Ministry of Defence","West Cumbria","40-49","60","50","41920","39860"
"In post","2022","Ministry of Defence","West Cumbria","50-59","60","60","45510","43920"
"In post","2022","Ministry of Defence","West Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Essex","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Kent","40-49","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","West Kent","50-59","60","60","44000","47010"
"In post","2022","Ministry of Defence","West Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Kent","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Lothian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Lothian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Lothian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","50-59","30","30","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Surrey","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Surrey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Surrey","40-49","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","West Surrey","50-59","90","80","24570","21830"
