"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","No function","70","70","31030","30040"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Unknown","230","200","32120","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","Unknown","190","170","33500","30090"
"Leaver Dept.","2022","East Midlands (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","No function","290","270","32500","27570"
"Leaver Dept.","2022","East Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","No function","150","150","31740","27570"
"Leaver Dept.","2022","East Midlands (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","No function","320","290","37710","31060"
"Leaver Dept.","2022","East of England","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","No function","170","160","40890","29290"
"Leaver Dept.","2022","East of England","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Female","Analysis","160","110","43300","40640"
"Leaver Dept.","2022","London","Female","Commercial","80","50","[c]","[c]"
"Leaver Dept.","2022","London","Female","Communications","180","150","43110","38600"
"Leaver Dept.","2022","London","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Digital, Data & Technology","150","110","46430","40270"
"Leaver Dept.","2022","London","Female","Finance","120","80","47050","42050"
"Leaver Dept.","2022","London","Female","Human Resources","250","230","42080","34550"
"Leaver Dept.","2022","London","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Legal","110","110","48070","51250"
"Leaver Dept.","2022","London","Female","No function","4130","3710","42580","36330"
"Leaver Dept.","2022","London","Female","Project Delivery","80","80","47520","39920"
"Leaver Dept.","2022","London","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Female","Unknown","730","550","43010","37570"
"Leaver Dept.","2022","London","Male","Analysis","180","130","44180","38310"
"Leaver Dept.","2022","London","Male","Commercial","90","60","52810","53860"
"Leaver Dept.","2022","London","Male","Communications","140","110","45200","40600"
"Leaver Dept.","2022","London","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Digital, Data & Technology","160","130","46840","41990"
"Leaver Dept.","2022","London","Male","Finance","110","90","47010","40570"
"Leaver Dept.","2022","London","Male","Human Resources","100","90","41220","34410"
"Leaver Dept.","2022","London","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Legal","60","60","47810","50500"
"Leaver Dept.","2022","London","Male","No function","2560","2350","45110","40050"
"Leaver Dept.","2022","London","Male","Project Delivery","70","70","50870","42200"
"Leaver Dept.","2022","London","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Male","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Male","Unknown","640","480","46090","41970"
"Leaver Dept.","2022","London","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","No function","330","310","31500","27570"
"Leaver Dept.","2022","North East (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Unknown","150","140","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","No function","160","160","31830","27570"
"Leaver Dept.","2022","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Unknown","140","140","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Human Resources","50","50","31380","27570"
"Leaver Dept.","2022","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","No function","700","650","31100","27570"
"Leaver Dept.","2022","North West (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Unknown","320","300","27710","24890"
"Leaver Dept.","2022","North West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","No function","430","430","34370","27570"
"Leaver Dept.","2022","North West (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Male","Unknown","260","260","27340","25040"
"Leaver Dept.","2022","Northern Ireland","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Human Resources","[c]","[c]","[c]","[c]"
